score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
4,"recomend bisa main air di pantai dan liat hewan"" di kebun binatang ,",recomend bisa main air di pantai dan liat hewan di kebun binatang ,recomend main air pantai liat hewan kebun binatang,"['recomend', 'main', 'air', 'pantai', 'liat', 'hewan', 'kebun', 'binatang']",recomend main air pantai liat hewan kebun binatang
4,"Tempat luas, Nyaman ,bnyk tempat duduk, pohonnya rindang ada bnyk mkn jga",tempat luas nyaman bnyk tempat duduk pohonnya rindang ada bnyk mkn jga,luas nyaman bnyk duduk pohonnya rindang bnyk mkn jga,"['luas', 'nyaman', 'bnyk', 'duduk', 'pohonnya', 'rindang', 'bnyk', 'mkn', 'jga']",luas nyaman bnyk duduk pohon rindang bnyk mkn jga
5,Oke,oke,oke,['oke'],oke
4,Masih proses pembangunan..trs sblm masuk ke area sini udh dimintain parkir sm pemda setempat..jd bayar parkir 2x..yg menarik dsna it pertunjukan lumba2..tiket masuk blm termasuk tiket naik hewan2 dsna atau feeding animal dsna,masih proses pembangunantrs sblm masuk ke area sini udh dimintain parkir sm pemda setempatjd bayar parkir 2xyg menarik dsna it pertunjukan lumba2tiket masuk blm termasuk tiket naik hewan2 dsna atau feeding animal dsna,proses pembangunantrs sblm masuk area udh dimintain parkir sm pemda setempatjd bayar parkir 2xyg menarik dsna it pertunjukan lumba2tiket masuk blm tiket hewan2 dsna feeding animal dsna,"['proses', 'pembangunantrs', 'sblm', 'masuk', 'area', 'udh', 'dimintain', 'parkir', 'sm', 'pemda', 'setempatjd', 'bayar', 'parkir', '2xyg', 'menarik', 'dsna', 'it', 'pertunjukan', 'lumba2tiket', 'masuk', 'blm', 'tiket', 'hewan2', 'dsna', 'feeding', 'animal', 'dsna']",proses pembangunantrs sblm masuk area udh dimintain parkir sm pemda setempatjd bayar parkir 2xyg tarik dsna it tunjuk lumba2tiket masuk blm tiket hewan2 dsna feeding animal dsna
5,"Bagusss, tempatnya dipinggri pantai, hewannya lumayann banyak",bagusss tempatnya dipinggri pantai hewannya lumayann banyak,bagusss tempatnya dipinggri pantai hewannya lumayann,"['bagusss', 'tempatnya', 'dipinggri', 'pantai', 'hewannya', 'lumayann']",bagusss tempat dipinggri pantai hewan lumayann
5,Tempat yang cocok untuk liburan keluarga..,tempat yang cocok untuk liburan keluarga,cocok liburan keluarga,"['cocok', 'liburan', 'keluarga']",cocok libur keluarga
4,"Menurut saya pribadi  hewan nya sangat sedikit jadi kurang banget. Mungkin masih perlu pembenahan lagi
Menurut saya di bandingkan safari safari yg lain hanya safari beach jateng ini ",menurut saya pribadi  hewan nya sangat sedikit jadi kurang banget mungkin masih perlu pembenahan lagimenurut saya di bandingkan safari safari yg lain hanya safari beach jateng ini ,pribadi hewan nya banget pembenahan lagimenurut bandingkan safari safari yg safari beach jateng,"['pribadi', 'hewan', 'nya', 'banget', 'pembenahan', 'lagimenurut', 'bandingkan', 'safari', 'safari', 'yg', 'safari', 'beach', 'jateng']",pribadi hewan nya banget benah lagimenurut banding safari safari yg safari beach jateng
4,"Pertama kesini 2021 dan baru berkunjung lg Nov 24.
htm 65 dewasa, 45 anak², parkir mobil 10 untuk weekend. Kmrn sy beli tiket online dan ada potongan. Fasilitasnya banyak yg sdh dibenahi dan skrg ada restonya ",pertama kesini 2021 dan baru berkunjung lg nov 24htm 65 dewasa 45 anak parkir mobil 10 untuk weekend kmrn sy beli tiket online dan ada potongan fasilitasnya banyak yg sdh dibenahi dan skrg ada restonya ,kesini 2021 berkunjung lg nov 24htm 65 dewasa 45 anak parkir mobil 10 weekend kmrn sy beli tiket online potongan fasilitasnya yg sdh dibenahi skrg restonya,"['kesini', '2021', 'berkunjung', 'lg', 'nov', '24htm', '65', 'dewasa', '45', 'anak', 'parkir', 'mobil', '10', 'weekend', 'kmrn', 'sy', 'beli', 'tiket', 'online', 'potongan', 'fasilitasnya', 'yg', 'sdh', 'dibenahi', 'skrg', 'restonya']",kesini 2021 kunjung lg nov 24htm 65 dewasa 45 anak parkir mobil 10 weekend kmrn sy beli tiket online potong fasilitas yg sdh benah skrg restonya
5,"Sangat bermanfaat untuk anak² mengenal hewan² di sekitar.
.
Safari beach 2024 sangat banyak perubahan, dan lebih tertata. Baguss bangettt",sangat bermanfaat untuk anak mengenal hewan di sekitarsafari beach 2024 sangat banyak perubahan dan lebih tertata baguss bangettt,bermanfaat anak mengenal hewan sekitarsafari beach 2024 perubahan tertata baguss bangettt,"['bermanfaat', 'anak', 'mengenal', 'hewan', 'sekitarsafari', 'beach', '2024', 'perubahan', 'tertata', 'baguss', 'bangettt']",manfaat anak kenal hewan sekitarsafari beach 2024 ubah tata baguss bangettt
5,"Menyenangkan
Jarak tempuh dari kost Ridoi Illahi tali asih jatisari ke lokasi kira2 45 km
Mantap luar biasa",menyenangkanjarak tempuh dari kost ridoi illahi tali asih jatisari ke lokasi kira2 45 kmmantap luar biasa,menyenangkanjarak tempuh kost ridoi illahi tali asih jatisari lokasi kira2 45 kmmantap,"['menyenangkanjarak', 'tempuh', 'kost', 'ridoi', 'illahi', 'tali', 'asih', 'jatisari', 'lokasi', 'kira2', '45', 'kmmantap']",menyenangkanjarak tempuh kost ridoi illahi tali asih jatisari lokasi kira2 45 kmmantap
5,Bagus sekali saya sukaa,bagus sekali saya sukaa,bagus sukaa,"['bagus', 'sukaa']",bagus sukaa
5,"Fasilitas kursi,musola,tempat bilas komplit tidak bayar.pantai bersih tertata.",fasilitas kursimusolatempat bilas komplit tidak bayarpantai bersih tertata,fasilitas kursimusolatempat bilas komplit bayarpantai bersih tertata,"['fasilitas', 'kursimusolatempat', 'bilas', 'komplit', 'bayarpantai', 'bersih', 'tertata']",fasilitas kursimusolatempat bilas komplit bayarpantai bersih tata
5,"Tempat bertamasya yang asik untuk keluarga, ada mini zoo, dolphin show, pantai, tempat makan. Harga tiket dewasa 65rb, anak diatas 2 tahun 45rb, parkir 10rb, waktu kami ke sana dapat voucher makan 10rb per orang. Tiket termasuk nonton ",tempat bertamasya yang asik untuk keluarga ada mini zoo dolphin show pantai tempat makan harga tiket dewasa 65rb anak diatas 2 tahun 45rb parkir 10rb waktu kami ke sana dapat voucher makan 10rb per orang tiket termasuk nonton ,bertamasya asik keluarga mini zoo dolphin show pantai makan harga tiket dewasa 65rb anak diatas 2 45rb parkir 10rb voucher makan 10rb orang tiket nonton,"['bertamasya', 'asik', 'keluarga', 'mini', 'zoo', 'dolphin', 'show', 'pantai', 'makan', 'harga', 'tiket', 'dewasa', '65rb', 'anak', 'diatas', '2', '45rb', 'parkir', '10rb', 'voucher', 'makan', '10rb', 'orang', 'tiket', 'nonton']",tamasya asik keluarga mini zoo dolphin show pantai makan harga tiket dewasa 65rb anak atas 2 45rb parkir 10rb voucher makan 10rb orang tiket nonton
5,"Staff nya sangat ramah , kamar mandi bersih, ikan fresh ...
Mantabh !!!",staff nya sangat ramah  kamar mandi bersih ikan fresh mantabh ,staff nya ramah kamar mandi bersih ikan fresh mantabh,"['staff', 'nya', 'ramah', 'kamar', 'mandi', 'bersih', 'ikan', 'fresh', 'mantabh']",staff nya ramah kamar mandi bersih ikan fresh mantabh
5,"Kebun binatang dengan konsep berbeda, menggabungkan kebun binatang dengan wisata pantai.. keren sekali",kebun binatang dengan konsep berbeda menggabungkan kebun binatang dengan wisata pantai keren sekali,kebun binatang konsep berbeda menggabungkan kebun binatang wisata pantai keren,"['kebun', 'binatang', 'konsep', 'berbeda', 'menggabungkan', 'kebun', 'binatang', 'wisata', 'pantai', 'keren']",kebun binatang konsep beda gabung kebun binatang wisata pantai keren
5,Terima kasih,terima kasih,terima kasih,"['terima', 'kasih']",terima kasih
5,Sebaiknya disediakan dan disewakan mobil golf atau apalah untuk mempermudah manula dan disabilitas,sebaiknya disediakan dan disewakan mobil golf atau apalah untuk mempermudah manula dan disabilitas,disediakan disewakan mobil golf apalah mempermudah manula disabilitas,"['disediakan', 'disewakan', 'mobil', 'golf', 'apalah', 'mempermudah', 'manula', 'disabilitas']",sedia sewa mobil golf apa mudah manula disabilitas
5,"Tempat kebun binatangnya ngga terlalu luas jadi ga capek buat muter2, dan ga ngebosenin karna ada show yg menarik. ",tempat kebun binatangnya ngga terlalu luas jadi ga capek buat muter2 dan ga ngebosenin karna ada show yg menarik ,kebun binatangnya ngga luas ga capek muter2 ga ngebosenin karna show yg menarik,"['kebun', 'binatangnya', 'ngga', 'luas', 'ga', 'capek', 'muter2', 'ga', 'ngebosenin', 'karna', 'show', 'yg', 'menarik']",kebun binatang ngga luas ga capek muter2 ga ngebosenin karna show yg tarik
5,Taman safarinya jawa tengah yang ada di batang,taman safarinya jawa tengah yang ada di batang,taman safarinya jawa batang,"['taman', 'safarinya', 'jawa', 'batang']",taman safari jawa batang
5,Sangat asyik dan seru,sangat asyik dan seru,asyik seru,"['asyik', 'seru']",asyik seru
5,"Dateng malam minggu nonton show nya, pretty entertaining. Suka! Semoga makin berkembang ya..",dateng malam minggu nonton show nya pretty entertaining suka semoga makin berkembang ya,dateng malam minggu nonton show nya pretty entertaining suka semoga berkembang ya,"['dateng', 'malam', 'minggu', 'nonton', 'show', 'nya', 'pretty', 'entertaining', 'suka', 'semoga', 'berkembang', 'ya']",dateng malam minggu nonton show nya pretty entertaining suka moga kembang ya
5,Keren... Toppp.. harus kesana buat yg belum pernah kesana.. Apalagi show Fire Dance nya keren...,keren toppp harus kesana buat yg belum pernah kesana apalagi show fire dance nya keren,keren toppp kesana yg kesana show fire dance nya keren,"['keren', 'toppp', 'kesana', 'yg', 'kesana', 'show', 'fire', 'dance', 'nya', 'keren']",keren toppp kesana yg kesana show fire dance nya keren
3,Tolong kebersihan di perhatikan.,tolong kebersihan di perhatikan,tolong kebersihan perhatikan,"['tolong', 'kebersihan', 'perhatikan']",tolong bersih perhati
5,menyesap,menyesap,menyesap,['menyesap'],sesap
4,"Kalau mau ke sini, lebih enak sih seharian sekalian.. Karena apa? Kalau cuman setengah hari anak2 kurang puas. Gak bisa main air dan lihat pertunjukan2 nya. Pagi nya bisa ke safari beach dulu.. Nanti sorean baru ke pantai sigandunya ",kalau mau ke sini lebih enak sih seharian sekalian karena apa kalau cuman setengah hari anak2 kurang puas gak bisa main air dan lihat pertunjukan2 nya pagi nya bisa ke safari beach dulu nanti sorean baru ke pantai sigandunya ,enak sih seharian cuman anak2 puas gak main air lihat pertunjukan2 nya pagi nya safari beach sorean pantai sigandunya,"['enak', 'sih', 'seharian', 'cuman', 'anak2', 'puas', 'gak', 'main', 'air', 'lihat', 'pertunjukan2', 'nya', 'pagi', 'nya', 'safari', 'beach', 'sorean', 'pantai', 'sigandunya']",enak sih hari cuman anak2 puas gak main air lihat pertunjukan2 nya pagi nya safari beach sore pantai sigandunya
5,"Tempatnya bersih, adem banyak angin dr pantai, seru!",tempatnya bersih adem banyak angin dr pantai seru,tempatnya bersih adem angin dr pantai seru,"['tempatnya', 'bersih', 'adem', 'angin', 'dr', 'pantai', 'seru']",tempat bersih adem angin dr pantai seru
2,"Pertunjukan animal show,aerobik, lumba luma bagus tapi lokasi penonton lumba lumbanya itu berlawanan arah sama laut temboknya tinggi dan gaada kipas angin 1pun gerahh banget apalagi kita kesana waktu weekend jam 2siang pertunjukannya disitu ",pertunjukan animal showaerobik lumba luma bagus tapi lokasi penonton lumba lumbanya itu berlawanan arah sama laut temboknya tinggi dan gaada kipas angin 1pun gerahh banget apalagi kita kesana waktu weekend jam 2siang pertunjukannya disitu ,pertunjukan animal showaerobik lumba luma bagus lokasi penonton lumba lumbanya berlawanan arah laut temboknya gaada kipas angin 1pun gerahh banget kesana weekend jam 2siang pertunjukannya disitu,"['pertunjukan', 'animal', 'showaerobik', 'lumba', 'luma', 'bagus', 'lokasi', 'penonton', 'lumba', 'lumbanya', 'berlawanan', 'arah', 'laut', 'temboknya', 'gaada', 'kipas', 'angin', '1pun', 'gerahh', 'banget', 'kesana', 'weekend', 'jam', '2siang', 'pertunjukannya', 'disitu']",tunjuk animal showaerobik lumba luma bagus lokasi tonton lumba lumbanya lawan arah laut tembok gaada kipas angin 1pun gerahh banget kesana weekend jam 2siang tunjuk situ
5,"Its a pleasant time to stoped by at bsbj.. Tujuan utama kami memang untuk dolphin show, mengenalkan ke anak kalau dolphin masih exist & dilindungi.. Untuk bagian zoo'nya mungkin bisa diplester karena bekas hujan tanahnya jd mengganggu untuk ",its a pleasant time to stoped by at bsbj tujuan utama kami memang untuk dolphin show mengenalkan ke anak kalau dolphin masih exist  dilindungi untuk bagian zoonya mungkin bisa diplester karena bekas hujan tanahnya jd mengganggu untuk ,its a pleasant time to stoped by at bsbj tujuan utama dolphin show mengenalkan anak dolphin exist dilindungi zoonya diplester bekas hujan tanahnya jd mengganggu,"['its', 'a', 'pleasant', 'time', 'to', 'stoped', 'by', 'at', 'bsbj', 'tujuan', 'utama', 'dolphin', 'show', 'mengenalkan', 'anak', 'dolphin', 'exist', 'dilindungi', 'zoonya', 'diplester', 'bekas', 'hujan', 'tanahnya', 'jd', 'mengganggu']",its a pleasant time to stoped by at bsbj tuju utama dolphin show kenal anak dolphin exist lindung zoonya plester bekas hujan tanah jd ganggu
5,Nonton lumba2,nonton lumba2,nonton lumba2,"['nonton', 'lumba2']",nonton lumba2
4,Menyukai,menyukai,menyukai,['menyukai'],suka
1,"Naik gajah 50rb
Padahal di tiket 20rb
Gilak ga lagi lagi dah",naik gajah 50rbpadahal di tiket 20rbgilak ga lagi lagi dah,gajah 50rbpadahal tiket 20rbgilak ga dah,"['gajah', '50rbpadahal', 'tiket', '20rbgilak', 'ga', 'dah']",gajah 50rbpadahal tiket 20rbgilak ga dah
1,"Tiket masuk nya promo 40rb
Tiket naik gajah dari 20k di tutup kertas di ganti 50k ( sempet kaget karena udah 4x ke sini ) ",tiket masuk nya promo 40rbtiket naik gajah dari 20k di tutup kertas di ganti 50k  sempet kaget karena udah 4x ke sini  ,tiket masuk nya promo 40rbtiket gajah 20k tutup kertas ganti 50k sempet kaget udah 4x,"['tiket', 'masuk', 'nya', 'promo', '40rbtiket', 'gajah', '20k', 'tutup', 'kertas', 'ganti', '50k', 'sempet', 'kaget', 'udah', '4x']",tiket masuk nya promo 40rbtiket gajah 20k tutup kertas ganti 50k sempet kaget udah 4x
4,Antrian nya panjang kalo weekend,antrian nya panjang kalo weekend,antrian nya kalo weekend,"['antrian', 'nya', 'kalo', 'weekend']",antri nya kalo weekend
4,"Tempatnya nyaman, tempat bilas setelah selesai main di pantai banyak....makan enak",tempatnya nyaman tempat bilas setelah selesai main di pantai banyakmakan enak,tempatnya nyaman bilas selesai main pantai banyakmakan enak,"['tempatnya', 'nyaman', 'bilas', 'selesai', 'main', 'pantai', 'banyakmakan', 'enak']",tempat nyaman bilas selesai main pantai banyakmakan enak
5,Atas,atas,,[],
5,"Mantap aneka binatang, resto enak",mantap aneka binatang resto enak,mantap aneka binatang resto enak,"['mantap', 'aneka', 'binatang', 'resto', 'enak']",mantap aneka binatang resto enak
4,Saya ingin menonton pertunjukan lumba-lumba tetapi saya datang terlambat dan bahkan beberapa hewan sedang libur kerja. Saya hanya bisa minum kopi dan melihat laut.,saya ingin menonton pertunjukan lumbalumba tetapi saya datang terlambat dan bahkan beberapa hewan sedang libur kerja saya hanya bisa minum kopi dan melihat laut,menonton pertunjukan lumbalumba terlambat hewan libur kerja minum kopi laut,"['menonton', 'pertunjukan', 'lumbalumba', 'terlambat', 'hewan', 'libur', 'kerja', 'minum', 'kopi', 'laut']",tonton tunjuk lumbalumba lambat hewan libur kerja minum kopi laut
4,"Pantainya bagus, bersih. Lengkap juga karena ada safari mini nya.",pantainya bagus bersih lengkap juga karena ada safari mini nya,pantainya bagus bersih lengkap safari mini nya,"['pantainya', 'bagus', 'bersih', 'lengkap', 'safari', 'mini', 'nya']",pantai bagus bersih lengkap safari mini nya
5,Pegawainya ramah2 tempatnya bagus banget..,pegawainya ramah2 tempatnya bagus banget,pegawainya ramah2 tempatnya bagus banget,"['pegawainya', 'ramah2', 'tempatnya', 'bagus', 'banget']",pegawai ramah2 tempat bagus banget
4,Pantainya bagus. Ada toilet dan mushola. Ada spot foto yang menarik. Banyak penjual makanan. Pertunjukan lumba-lumbanya keren. Pertunjukan satwanya lucu. Harga tiket terjangkau. Namun perawatan & penataan zoo-nya masih perlu ditingkatkan.,pantainya bagus ada toilet dan mushola ada spot foto yang menarik banyak penjual makanan pertunjukan lumbalumbanya keren pertunjukan satwanya lucu harga tiket terjangkau namun perawatan  penataan zoonya masih perlu ditingkatkan,pantainya bagus toilet mushola spot foto menarik penjual makanan pertunjukan lumbalumbanya keren pertunjukan satwanya lucu harga tiket terjangkau perawatan penataan zoonya ditingkatkan,"['pantainya', 'bagus', 'toilet', 'mushola', 'spot', 'foto', 'menarik', 'penjual', 'makanan', 'pertunjukan', 'lumbalumbanya', 'keren', 'pertunjukan', 'satwanya', 'lucu', 'harga', 'tiket', 'terjangkau', 'perawatan', 'penataan', 'zoonya', 'ditingkatkan']",pantai bagus toilet mushola spot foto tarik jual makan tunjuk lumbalumbanya keren tunjuk satwa lucu harga tiket jangkau awat tata zoonya tingkat
4,"Lokasi pinggir pantai jadi selain bisa lihat binatang juga bisa main di pantai, tersedia banyak tempat duduk di pinggir pantai
Jenis binatang kurang variatif, semoga kedepannya diperbanyak lagi.. yg paling ",lokasi pinggir pantai jadi selain bisa lihat binatang juga bisa main di pantai tersedia banyak tempat duduk di pinggir pantaijenis binatang kurang variatif semoga kedepannya diperbanyak lagi yg paling ,lokasi pinggir pantai lihat binatang main pantai tersedia duduk pinggir pantaijenis binatang variatif semoga kedepannya diperbanyak yg,"['lokasi', 'pinggir', 'pantai', 'lihat', 'binatang', 'main', 'pantai', 'tersedia', 'duduk', 'pinggir', 'pantaijenis', 'binatang', 'variatif', 'semoga', 'kedepannya', 'diperbanyak', 'yg']",lokasi pinggir pantai lihat binatang main pantai sedia duduk pinggir pantaijenis binatang variatif moga depan banyak yg
